Institution ID,Institution Name,City,State/Province,Country
1028,ZHEJIANG UNIVERSITY,shanghai,shanghai,China
1029,the Capital Normal University,Beijing,Asia,China
1030,Nottingham Trent University,Nottingham,,United Kingdom
1031,Chongqing University of Technology,Chongqing,,China
1032,shenzhen unviersity,Shenzhen,Guandong,China
1033,Southwest jiaotong University,Chengdu,Sichuan,China
1034,Chengdu College of Univ. of Elec. Sci. and Tech. of China,Chengdu,Sichuan,China
1035,University of Stirling,Stirling,,Scotland
1036,Maggie Walker Governors School,Richmond,VA,USA
1037,Northeast Agricultural University,Harbin,Heilongjiang,China
1038,Bucknell University,Lewisburg,PA,USA
1039,University of Science And Techology Of China,HeFei,AnHui,China
1040,Nankai university,Tianjin,Tianjin,China
1041,Virginia Military Institute,Lexington,VA,USA
1042,Scuola Monotecnica Superiore Dongemenese,Beijing Dongcheng District,Municipality of Beijing,China
1043,Clarkson University,Potsdam,NY,USA
1044,Appalachian State University,Boone,NC,USA
1045,Brown University,Providence,RI,USA
1046,Carnegie Mellon University,Pittsburgh,PA,USA
1047,Saint Louis University,St. Louis,MO,USA
1048,University of San Diego,San Diego,CA,USA
1049,Illinois Institute of Technology,CHICAGO,IL,USA
1050,Tufts University,Medford,MA,USA
1051,Minnesota State University Moorhead,Moorhead,MN,USA
1052,Xavier University,Cincinnati,OH,USA
1053,The University of Western Ontario,London,ON,Canada
1054,University of Kentucky,Lexington,KY,USA
1055,Mercer University,Macon,GA,USA
1056,Sewanee: the University of the South,Sewanee,Tennessee,USA
1057,Amherst College,Amherst,MA,USA
1058,University of West Georgia,Carrollton,GA,USA
1059,Midlands Technical College,Columbia,SC,USA
1060,Rhodes College,Memphis,TN,USA
1061,Carroll College,Helena,MT,USA
1062,Lafayette College,Easton,PA,USA
1063,University of Texas at Austin,Austin,TX,USA
1064,Eastern Michigan University,Ypsilanti,MI,USA
1065,York University,Toronto,Ontario,Canada
1066,Asbury University,Wilmore,KY,USA
1067,University of Pittsburgh,Pittsburgh,PA,USA
1068,Georgia Southern University,Statesboro,GA,USA
1069,Dalton State College,Dalton,GA,USA
1070,Richard Stockton College of New Jersey,Galloway,NJ,USA
1071,Southern Connecticut State University,New Haven,CT,USA
1072,University of Minnesota,Minneapolis,MN,USA
1073,Colby College,Waterville,ME,USA
1074,Ramapo College of New Jersey,Mahwah,NJ,USA
1075,PLA University of Science and Technology,Nanjing,Jiangsu,China
1076,Emory University,Atlanta,GA,USA
1077,Southeastern Oklahoma State University,Durant,OK,USA
1078,Anhui University of Technology,Ma'anshan,,China
1079,Xiamen University of Technology,Xiamen,Fujian,China
1080,UC Berkeley,Berkeley,CA,USA
1081,Universidad Autonoma de Yucatan,Merida,Yucatan,mexico
1082,Nanchang Institute of Technology,Nanchang,Jiangxi,China
1083,Xi'an University of Finance & Economics,Xi'an,Shaanxi,China
1084,Liaoning Normal University,Dalian,Liaoning,China
1085,Jiangnan University,Wuxi,Jiangsu,China
1086,Yichun University,Yichun,Jiangxi,China
1087,"School of Mathematical Sciences,Nanjing Normal University",Nanjing,Jiangsu,China
1088,Southwest petroleum university,Chengdu,,China
1089,Colorado State University,Fort Collins,CO,USA
1090,The Stony Brook School,Stony Brook,NY,USA
1091,Wuxi Big Bridge Academy,Wuxi,Jiangsu,China
1092,Davidson College,Davidson,NC,USA
1093,Slippery Rock University,Slippery Rock,PA,USA
1094,Xiâ€™an University of Finance & Economics,Xi'an,Shaanxi,China
1095,Northwest University for Nationalities,Lanzhou,Gansu,China
1096,Cornell University,Ithaca,NY,USA
1097,XI'AN UNIVERSITY OF FINANCE AND ECONOMICS,XI'an,Shaanxi,China
1098,Wuhan Uniersity,Wuhan,Hubei,China
1099,Hefei Normal University,Hefei,Anhui,China
1100,Rensselaer Polytechnic Institute,Troy,NY,USA
1101,Beijing Wuzi University,Beijing,Beijing,China
1102,University of Sci&Tech of China,Hefei,Anhui,China
1103,"International Institute of Information Technology, Hyderabad",Hyderabad,Telangana,India
1104,University of Helsinki,Helsinki,N/A,Finland
1105,Paivola School of Mathematics,Tarttila,,Finland
1106,Albion College,Albion,MI,USA
1107,Shandong Experimental High School,Jinan,Shandong,China
1108,College of Mobile Telecommunications. Chongqing University of Posts and Telecom.,Chongqing,,China
1109,Maths,Shanghai,,China
1110,University of Central Florida,Orlando,FL,USA
1111,"Northwestern Polytechnical University, P.R.CHINA",XI'AN,SHAANXI,China
1112,Kwangwoon University,Seoul,,South Korea
1113,University of Maryland,College Park,MD,USA
1114,Bard College,Annandale-on-Hudson,NY,USA
1115,"University of Minnesota, Twin Cities",Minneapolis,MN,USA
1116,Missouri Southern State University,Joplin,MO,USA
1117,Coe College,Cedar Rapids,IA,USA
1118,Penn State Abington,Abington,PA,USA
1119,The Pennsylvania State University,University Park,PA,USA
1120,Purdue University,West Lafayette,IN,USA
1121,University of Wisconsin - La Crosse,La Crosse,WI,USA
1122,Winthrop University,Rock Hill,SC,USA
1123,Georgetown University,Washington,DC,USA
1124,Salisbury University,Salisbury,MD,USA
1125,Morehead State University,Morehead,KY,USA
1126,University of Oklahoma,Norman,OK,USA
1127,Sonoma State University,Rohnert Park,CA,USA
1128,Oregon State University,Corvallis,OR,USA
