Institution ID,Institution Name,City,State/Province,Country
521,Institute of Information Technology of Guilin University of Electronic Technology,Guilin,Guangxi,China
522,"Taishan University,China",Taian,Shandong,China
523,Liaoning Technical Universty,Fuxin,,China
524,Heilongjiang University of science and technology,Harbin,Heilongjiang,China
525,Shanghai University of Finance and Economy,Shanghai,Shanghai,China
526,"Department of Economics, Minzu University of China",Beijing,Beijing,China
527,"University of International Bussiness and Economy,Beijing,China",Beijing,,China
528,College of Computer and Control Engineering,Tian Jin,,China
529,Xi'an Shiyou University,Xi'an,Shannxi,China
530,Northeast Yucai Foreign Language School,shenyang,Liaoning,China
531,Dalian Neusoft University of information,Dalian,Liaoning,China
532,Dalian Neusoft University of Information,Dalian,Liaoning,China
533,NanKai University,TianJin,TianJin,China
534,Hunan Normal University,Changsha,Hunan,China
535,Southwest jiaotong university,Chengdu,Sichuan,China
536,Leshan Normal University,Leshan,Sichuan,China
537,School of Electronic and Engineering,Beijing,Beijing,China
538,NanKai university,Tianjin,Tianjin,China
539,Shandong University Of Technology,Zibo,Shandong,China
540,China University of Petroleum(East China),Qingdao,ShanDong province,China
541,National University of defense technology,Changsha,Hunan,China
542,WUHAN TEXTILE UNIVERSITY,WUHAN,HUBEI,China
543,Jiangsu Normal University,Xuzhou,Jiangsu,China
544,Southwestern University of Finance and Economics University,Chengdu,Sichuan,China
545,Guizhou University,Guiyang,Guizhou,China
546,Guangxi University,Nanning,Guangxi,China
547,Henan University of Technology,Zhengzhou,Henan,China
548,Hubei University of Economics,Wuhan,Hubei,China
549,Hubei University Of Economics,WUHAN,HUBEI,China
550,HuBei University of Economics,WuHan,HuBei,China
551,Hu Bei Univeristy of Economics,WuHan,HuBei,China
552,Hu Bei University of Economics,WuHan,Hubei,China
553,"Zhejiang University, China",Hangzhou,Zhejiang,China
554,Henan University,Kaifeng,Henan,China
555,Officer College of Chinese People's Armed Police Force,Chengdu,Sichuan,China
556,Shanxi Agricultural University,Jinzhong,Shanxi,China
557,China University of Geosciences(Beijing),Beijing,Beijing,China
558,Nanyang Normal University,Nanyang,Henan,China
559,JiangXi University of Science and Technology,Ganzhou,Jiangxi,China
560,SICHUAN university,Chengdu,Sichuan,China
561,North China Electric Power University Science & Technology College,Baoding,Hebei,China
562,Wuhan university,Wuhan,Hubei,China
563,Qufu normal university,Qufu,Shandong,China
564,RenMin University of China,Beijing,Beijing,China
565,Qiannan Normal College for Nationalities,Duyun,Guizhou,China
566,Taiyuan University of Technology,Taiyuan,Shanxi,China
567,China university of Geosciences,Beijing,Beijing,China
568,Capital Normal University,Beijing,Beijing,China
569,WUHAN UNIVERSITY,Wuhan,Hubei Province,China
570,Anhui Normal University,Wuhu,,China
571,South China Normal Uniyersity,Guangzhou,Guangdong,China
572,mathematics,TianJin,TianJin,China
573,The Capital University of Economics and Business,Beijing,Beijing,China
574,National University of Defense Technology,Changsha,Hunan,China
575,The Engineering &technical College of Chengdu University of Technology,Leshan,Sichuan Province,China
576,Hendrix College,Conway,AR,USA
577,Virginia Western Community College,Roanoke,VA,USA
578,Bloomsburg University,Bloomsburg,PA,USA
579,Temple University,Philadelphia,PA,USA
580,Meredith College,Raleigh,NC,USA
581,Central Washington University,Ellensburg,WA,USA
582,University of St. Thomas,Saint Paul,MN,USA
583,Ludong University,Yantai,Shandong,China
584,Franklin & Marshall College,Lancaster,PA,USA
585,Xihua University,Chengdu,SiChuan,China
586,The Southwestern University of Finance and Economics,Chengdu,Sichuan,China
587,Hubei University,Wuhan,Hubei,China
588,Institut Teknologi Bandung,Bandung,Jabar,Indonesia
589,Binjiang College of Nanjing University of Information Science & Tecnology,Nanjing,Jiangsu,China
590,Shanxi University of Finance and Economics,Taiyuan,Shanxi,China
591,Shandong University of Science & Technology,Taian,Shandong,China
592,Zhengzhou University Of Light Industry,Zhengzhou,Henan,China
593,Zhengzhou University of Light Institution,Zhengzhou,Henan,China
594,Zhengzhou University of Light Industry,Zhengzhou City,Henan province,China
595,Wuhan University Of Technology,Wuhan,Hubei,China
596,Wuhan Univercity,Wuhan,Hubei,China
597,Chang'an University,Xi'an,Shaanxi,China
598,Northeastern University,Shenyang,Liaoning,China
599,University of International Business and Ecomomics,Beijing,Beijing,China
600,"College of Sciences, Northeastern University",Shenyang,Liaoning,China
601,Nanjing University of Science and Technology,Nanjing,Jiangsu,China
602,Yancheng Teachers University,Yancheng,Jiangsu,China
603,China Univercity of Geosciencesï¼ŒBeijing,Beijing,Beijing,China
604,Inner Mongolia University For The Nationlities,Tongliao,Inner Mongolia Autonomous Region,China
605,Guangdong Polytechnic Normal University,guangzhou,Guangdong,China
606,The Chinese University of Hong Kong,Hong Kong,Hong Kong,China
607,Shanghai University Of Engineering Science,ShangHai,SongJiang,China
608,"College of Electronic Information and Optical Engineering, Nankai University",Tianjin,,China
609,Georgetown College,Georgetown,KY,USA
610,Union College,Schenectady,NY,USA
611,Northeastern University at Qinhuangdao,Qinhuangdao,Hebei,China
612,University of Science and Technology of Beijing,Beijing,,China
613,Jiansu Jianzhu University,Xuzhou,Jiangsu,China
614,JiangXi Normal University,NanChang,JiangXi,China
615,Guangxi Teachers Education University,Nanning,Guangxi,China
616,Zhejiang University of Science and Technology,Hangzhou,,China
617,Shihezi University,Xinjiang,Shi Hezi,China
618,Beijing Information Science & Technology University,Beijing,Haidian,China
619,Zhejiang University City College,Hangzhou,Zhejiang,China
620,Zhejiang Gongshang University,Hangzhou,Zhejiang,China
621,Zhejiang university,HangZhou,ZheJiang province,China
622,Hunan University of Commerce,Changsha,Hunan,China
623,Henan University of Urban Construction,Pingdingshan,Henan,China
624,nankai university,tianjin,,China
625,South-Central University For Nationalities,Wuhan,Hubei,China
626,SOUTHWEST JIAOTONG UNIVERSITY,Chengdu,SiChuan,China
627,Yangzhou University,Yangzhou,,China
628,Jiangxi University of Traditional Chinese Medicine,Nanchang,,China
629,"121 Zhangjialukou, Huaxiang Fengtai District, Beijing,China",Beijing,Beijing,China
630,The Hong Kong Polytechnic University,Hong Kong,,Hong Kong
631,University of Science & Technology of China,Hefei,Anhui,China
632,Xi'an University of Technology,Xi'an,Shaanxi,China
633,James Madison University,Harrisonburg,VA,USA
634,Xi'an University of Architechture&Technology,Xi'an,Shaanxi,China
635,School of Computer Science and Techonology,Jinan,Shandong Province,China
636,Institution of Information Science and Technology,Beijing,China,China
637,UniversitÃ© de Technologie de CompiÃ¨gne,COMPIEGNE,,France
638,University of Dayton,Dayton,OH,USA
639,Goshen College,Goshen,IN,USA
640,New York Institute of Technology,New York,NY,USA
641,University of New Mexico,Albuquerque,NM,USA
642,Western Connecticut State University,Danbury,CT,USA
643,U.S. Air Force Academy,USAF Academy,CO,USA
644,Lamar University,Beaumont,TX,USA
645,Erasmus University Rotterdam,Rotterdam,,Netherlands
646,Northwest Missouri State University,Maryville,MO,USA
647,The Second Artillery Engineering University,Xi'an,Shaanxi,China
648,MinZu University of China,Beijing,,China
649,"Shanghai U. of Finance and Economics, School of Economics",Shanghai,Shanghai,China
650,China Jiliang University,Hangzhou,Zhejiang,China
651,Huaihai Institute of Technology,Lianyungang,Jiangsu,China
652,Nanchang University,Nanchang,Jiangxi,China
653,Xi'an Eurasia University,Xi'an,Shaanxi,China
654,China Agricultural University,Beijing,,China
655,University of shanghai for Science&Technology,Shanghai,,China
656,TIANJIN POLYTECHNIC UNIVERSITY,TIAN JIN,,China
657,School of information& School of Science,Beijing,,China
658,Zhejiang Chinese Medical University,Hangzhou,Zhejiang,China
659,Wuhan University of Technology,Wuhan,Hubei,China
660,Institution of Thermal Science and Power Systems,HangZhou,ZheJiang,China
661,PekingUniversity(PKU),Beijing,,China
662,Renmin Universuty of China,Beijing,Beijing,China
663,FuZhou College of Foreign Studies and Trade,Fuzhou,Fujian,China
664,Gannan Normal University,Ganzhou,Jiangxi,China
665,Guangdong University of Finance and Economics,Guangzhou,Guangdong,China
666,Guangdong University of Finance & Economics,Guangzhou,Guangdong,China
667,GuangDong University of Foreign Studies,Guangzhou,GuangDong Province,China
668,Fuzhou University,Fuzhou,Fujian,China
669,Shanghai Kongjiang High School,Shanghai,,China
670,Westminster College,Salt Lake City,UT,USA
671,The University of Edinburgh,Edinburgh,MIdlothian,United Kingdom
672,University of Shanghai for Science & Technology,Shanghai,Shanghai,China
673,GUANGDONG PHARMACEUTICAL UNIVERSITY,Zhongshan,Guangdong,China
674,Jacksonville University,Jacksonville,FL,USA
675,University of Washington,Seattle,WA,USA
676,University of Wisconsin-Stevens Point,Stevens Point,WI,USA
677,Humboldt State University,Arcata,CA,USA
678,Beijing University of Post and Telecommunication,Beijing,,China
679,Shanghai Foreign Language School,Shanghai,Shanghai,China
680,Xidian University,Xi'an,shaanxi,China
681,Lawrence Technological University,Southfield,MI,USA
682,Inner Mongolia University For The Nationalities,Tongliao,the Inner Mongolia Autonomous Region,China
683,"Xitucheng 10th Road, Haidian District.Beijing Univ. of Posts and Telecomm. Beijing, Beijing 100876",Beijing,Beijing,China
684,Shandong university of finance and economics in China,jinan,,China
685,"Shenzhen University, China",Shenzhen,Guangdong,China
686,Beijing Union University,Beijing,,China
687,Hangzhou Normal University Qianjiang College,Hangzhou,Zhejiang,China
688,Qufu Normal University,Qufu,Shandong,China
689,Xiâ€™an University of Architecture and Technology,Xiâ€™an,Shaanxi Province,China
690,Hannan University,Haikou,Hainan,China
691,Fujian Agriculture and Forestry University,Fuzhou,Fujian,China
692,Institute of Scientific & Engineering Computing,Hangzhou,Zhejiang,China
693,Changsha University of Science and Technology,Changsha,Hunan,China
694,"University of California, San Diego",La Jolla,CA,USA
695,Wuhan Univ,Wuhan,Hubei,China
696,GUANGDONG UNIVERSITY OF FINANCE AND ECONOMICS,Guangzhou,Guangdong,China
697,Hunan Police Academy,Changsha,Hunan,China
698,Guangdong University Of Finance and Economy,Guangzhou,Guangdong,China
699,University of Science and Technology Liaoning,Anshan,Liaoning,China
700,Guangdong University of Finance Economics,Guangzhou,Guangdong,China
701,Shenyang Institute of Technology,Fushun,Liaoning,China
702,East China Normal Univeristy,Shanghai,,China
703,ZhengzhouÂ University,Zhengzhou,Henan,China
704,Guangdong University of Finance and Econonmics,Guangzhou,,China
705,North University of China,Taiyuan,Shanxi,China
706,"China University of Geosciences, Beijing",Beijing,,China
707,X1'an University of Architecture and Technology,Xi'an,Shaanxi,China
708,Sam Houston State University,Huntsville,TX,USA
709,Jinan University,Guanghzou,Guangdong,China
710,Austin Peay State University,Clarksville,TN,USA
711,School of Computer Science and Technology,Jinan,Shandong Province,China
712,Huazhong University of Science and technology,Wuhan,Hubei,China
713,Zhejiang Industry & Trade Vocational College,Wenzhou,Zhejiang,China
714,The University of Dallas,Irving,TX,USA
715,University of North Texas,Denton,TX,USA
716,University of Michigan,Ann Arbor,MI,USA
717,Pacific University,Forest Grove,OR,USA
718,University of Wisconsin-Madison,Madison,WI,USA
719,University of Cambridge,Cambriddge,,United Kingdom
720,Binghamton University (SUNY),Binghamton,NY,USA
721,University of Colorado Denver,Denver,CO,USA
722,Grand View University,Des Moines,IA,USA
723,Wartburg College,Waverly,IA,USA
724,concordia college NY,pleasantville,NY,USA
725,Indiana University of Pennsylvania,Indiana,PA,USA
726,Trinity,San Antonio,TX,USA
727,Clemson University,Clemson,SC,USA
728,Colorado College,Colorado Springs,CO,USA
729,Zhejiang University of Technology,Hangzhou,,China
730,West Anhui University,Luâ€™an,Anhui,China
731,NORTH CHINA INSTITUTE OF SCIENCE AND TECHNOLOGY,BEIJING,BEIJING,China
732,China University of Geosciences Beijing,Beijing,Haidian District,China
733,Jinan University Zhuhai Campus,Zhuhai,GuangDong,China
734,West Ahui University,Luâ€™an,Anhui,China
735,Jiangxi University of Finance and Economics,Nanchang,Jiangxi,China
736,SiChuan University,chengdu,SiChuan,China
737,"Tianjin University,China",Tianjin,Tianjin,China
738,Zhejiang University of Finance and Economics,Hangzhou,Zhejiang,China
739,Zhengzhou Information Engineering University,Zhengzhou,Henan,China
740,ZhengZhou University,ZhengZhou,HeNan,China
741,Xi'an University of Architecture and Techonology,Xi'an,Shaanxi Province,China
742,GuangDong University of Finance and Economics,Guangzhou,Guangdong,China
743,ZaoZhuang University,ZaoZhuang,ShanDong Province,China
744,SOUTH CHINA UNIVERSITY OF TECHNOLOGY,ShenZhen,GuangDong,China
745,"China University of Geosciences,Beijing",Beijing,Beijing,China
746,Naval Aeronautical Engineering Institute Qingdao Campus,Qingdao,Shandong,China
747,Institution of Innovation; Northeastern University,Shenyang,Liaoning,China
748,Renming University,Beijing,,China
749,Xinjiang University,Urumchi,Xinjiang Autonomous Region,China
750,ShuGuang School,Zigong,Sichuan,China
751,East China University of Science And Technology,Shanghai,Shanghai,China
752,Shandong university of finance and economics,jinan,,China
753,Northeast Forestry University,Harbin,Heilongjiang,China
754,Research Center of Control & Simulation; Northeastern University,Shenyang,Liaoning,China
755,WuYi University,Wuyishan,Fujian,China
756,NANJING UNIVERSITY,Nanjing,Jiangsu,China
757,Hebei United University,Tangshan,Hebei,China
758,.Renmin University of China,Beijing,Beijing,China
759,Department of Mathematics and Institute of Natural Sciences,SHANGHAI,SHANGHAI,China
760,Xinyang Normal University,Xinyang,Henan,China
761,Information Engineering University,Zhengzhou,Henan,China
762,Tarim University,alaer,Sinkiang,China
763,School of Materials and Metallurgy; Northeastern University,Shenyang,Liaoning,China
764,College of Information Science and Engineering; Northeastern University,Shenyang,Liaoning,China
765,Institute of Metallurgical Resource and Environmental Engineering ; Northeastern University,Shenyang,Liaoning,China
766,Institute of Mechatronics Engineering; Northeastern University,Shenyang,Liaoning,China
767,"School of Mechanical Engineering and Automation,Northeastern University",Shenyang,Liaoning,China
768,Virtual reality and simulation; Northeastern University,Shenyang,Liaoning,China
769,Institution of Intelligent Robots and Pattern Recognition; Northeastern University,Shenyang,Liaoning,China
770,Institute of Artificial Intelligence and Robotics; Northeastern University,Shenyang,Liaoning,China
771,College of Information Science & Engineering; Northeastern University,Shenyang,Liaoning,China
772,East china normal University,Shanghai,,China
773,Pattern Recognition;Northeastern University,Shenyang,Liaoning,China
774,Institution of Metallurgy Resources and Environmental Engineering; Northeastern University,Shenyang,Liaoning,China
775,Materials and metallurgy; Northeastern University,Shenyang,Liaoning,China
776,Institute of Computer System;Northeastern University,Shenyang,Liaoning,China
777,Institute of Electrical Engineering and Automation; Northeastern University,Shenyang,Liaoning,China
778,Virtual reality and simulation;Northeastern University,Shenyang,Liaoning,China
779,Truman State University,Kirksville,MO,USA
780,Kansas State University,Manhattan,KS,USA
781,China University of Geosciences (Beijing),Beijing,Beijing,China
782,Tianjin Agricultural University,Tinjin,86,China
783,Key Laboratory of Medical Image Computing; Northeastern University,Shenyang,Liaoning,China
784,Communication University of ChinaÂ ,Beijing,Beijing,China
785,"School of Mechanical Engineering and Automation, Northeastern University",Shenyang,Liaoning,China
786,Signal and information processing; Northeastern University,Shenyang,Liaoning,China
787,Robotics and Automation; Northeastern University,Shenyang,Liaoning,China
788,Sino-Dutch Biomedical and Information Engineering School; Northeastern University,Shenyang,Liaoning,China
789,Institution of Pattern Recognition ;Northeastern University,Shenyang,Liaoning,China
790,Pattern Recognition ;Northeastern University,Shenyang,Liaoning,China
791,Shantou University,Shantou,Guangdong,China
792,Key Laboratory of Ecological Utilization of Multi-metal Intergrown Ores of Ministry of Education &School of Materials and Metall,Shenyang,Liaoning,China
793,Institution of Software; Northeastern University,Shenyang,Liaoning,China
794,Southwest Petroleum University,Chengdu City,Sichuan Province,China
795,Quanzhou Normal University,quanzhou,fujian,China
796,Lehigh University,Bethlehem,PA,USA
797,Belhaven University,Jackson,MS,USA
798,wuhan university,Wuhan,,China
799,Shandong University of Fianace and Economics,Jinan,Shandong,China
800,"Ningbo Institute of Technology, Zhejiang University",Ningbo City,Zhejiang,China
801,Xi'an Aeromautical Polytechnic Institute,Xi'an,Shaanxi,China
802,"Shandong University of Science and Technology,",Tai'an city,Shandong province,China
803,Hong Kong University of Science and Technology,Clear Water Bay-Kowloon,,Hong Kong
804,HuaQiao University,QuanZhou,FuJian,China
805,Huazhong University of Science and Technolog,Wuhan,Hubei,China
806,China University of Mining and Technology,Xuzhou,Jiangsu,China
807,Tian Jin University,TianJin,TianJin,China
808,"Wuhan University,China","Wuhan,China",Wuhan,China
809,Wuhan Universtity,Wuhan,Hubei,China
810,College of Science,Beijing,,China
811,Electrical engineering,HangZhou,,China
812,"School of Mathematical Sciences, Xiamen University",Xiamen,Fujian,China
813,Tianjin Univ. of Commerce,Tianjin,Tianjin,China
814,American Heritage School Plantation,Plantation,FL,USA
815,Huainan Normal University,Huainan,Anhui,China
816,Mount Holyoke College,South Hadley,MA,USA
817,The University of Business and Economics,Beijing,,China
818,Univeristy of International Business and Economics,Beijing,,China
819,College of Software; Northeastern University,Shenyang,Liaoning,China
820,Institute of Digital media technology; Northeastern University,Shenyang,Liaoning,China
821,Software College; Northeastern University,Shenyang,Liaoning,China
822,University of Illinois at Urbana-Champaign,Urbana,IL,USA
823,Binzhou University,Binzhoou,Shandong,China
824,Guangdong University of Petrochemical Technology,Maoming,Guangdong,China
825,Jinling Institute of Technology,Nanjing,Jiangsu,China
826,Hebei Finance University,Baoding,Hebei,China
827,Liaocheng University,Liaocheng,Shandong,China
828,HEBEI FANANCE UNIVERSITY,Baoding,Hebei,China
829,Army Officer Academy,Hefei,Anhui,China
830,Liaocheng Univ.,Liaocheng,Shandong,China
831,University of Science and Technoloy of China,Hefei,Anhui,China
832,Hangzhou Dianzi University,Hangzhou,Zhejiang,China
833,The University of Shanghai for Science and Technology,Shanghai,Shanghai,China
834,Shijiazhuang University,Shijiazhuang,Hebei,China
835,Macau University of Science and Technology,Macau,,China
836,Zhengzhou university,zhengzhou,henan,China
837,Yunnan Minzu University,kunming,yunnan,China
838,Faculty of Information Science and Engineering; Northeastern University,Shenyang,Liaoning,China
839,Software college; Northeastern University,Shenyang,Liaoning,China
840,School of Science of Tianjin University,Tian Jin,China,China
841,"Northeastern University, China",Shenyang,Liaoning,China
842,ShiHeZi University,ShiHiZi,xinjiang,China
843,School of Information Science and Engineering; Northeastern University,Shenyang,Liaoning,China
844,Harbin Medical University,Harbin,Hei Long Jiang,China
845,JiangXi College of Construction,NanChang,JiangXi,China
846,College of Sciences ; Northeastern University,Shenyang,Liaoning,China
847,CentralÂ ChinaÂ NormalÂ University,Wuhan,Hubei,China
848,Shanghai University for Science and Technology,Shanghai,Shanghai,China
849,Institution of Maths ; Northeastern University,Shenyang,Liaoning,China
850,SHANDONG UNIVERSITY,JINAN,Shandong,China
851,School of Sciences;Northeastern University,Shenyang,Liaoning,China
852,SOUTHWEST UNIVERSITY FOR NATIONALITIES,CHENGDU,SICHUAN,China
853,Xuhai College of China University of Mining and Technology,Xuzhou,Jiangsu,China
854,Xuhai college of China University of Mining and Technology,Xuzhou,Jiangsu,China
855,Huazhong Agricultural University Chutian College,Wuhan,Hubei,China
856,"Xiamen University,China",Xiamen,Fujian,China
857,Shenyang University of Technology,Shenyang,Liaoning,China
858,Xuzhou Institute of Technology,Xuzhou,Jiangsu,China
859,North China University of Water Resources and Electric Power,Zhengzhou,Henan Province,China
860,Xiâ€™an University Of Architecture and Technology,Xiâ€™an,Shaanxi,China
861,Hebei university,baoding,hebei,China
862,Ocean University Of China,Qingdao,Shandong,China
863,Hubei University of Technology,Wuhan,Hubei Province,China
864,Inner Mongolia University of technology,Hohhot,Inner Mongolia,China
865,Taizhou Ploytechnic College,Taizhou,Jiangsu,China
866,Naval University of Engineering,Wuhan,Hubei,China
867,Henan Institute of Science and Technology,Xinxiang,Henan,China
868,Teacher,Beijing,Beijing,China
869,Jinling High School,Nanjing,Jiang Su,China
870,Sichuan university,Chengdu,Sichuan,China
871,shenyang university of technology,Shenyang,Liaoning,China
872,South-Center University For Nationalities,Wuhan,Hubei Province,China
873,shenyang University of Technology,Shenyang,Liaoning,China
874,Physics School of Nankai University,Tianjin,Tianjin,China
875,"City College, Wuhan University of Science and Technology",Wuhan,Hubei,China
876,Chongqing University of Science and Technology,Chongqing,,China
877,Southwestern University of Finance and economics,Chengdu,Sichuan,China
878,mathematics and systems science institute,Beijing,Beijing,China
879,TongJi University,Shanghai,Shanghai,China
880,Fujian Normal University,Fuzhou,Fujian,China
881,minzu univercity of China,Beijing,Beijing,China
882,Wenzhou University,Wenzhou,Zhejiang,China
883,the Central University of Finance and Economics,Beijing,Beijing,China
884,Hunan University,Changsha,Hunan,China
885,University of Delaware,Newark,DE,USA
886,Kunming University,Kunming,Yunnan,China
887,University of Richmond,RIchmond,VA,USA
888,Rose-Hulman Institute of Technology,Terre Haute,IN,USA
889,Quantitative Economics Research Institute of Nankai University,Tianjin,Tianjin,China
890,Institution of Mathematics;Northeastern University,Shenyang,Liaoning,China
891,Minzu Univercity of China,Beijing,,China
892,Institution of Mathematics; Northeastern University,Shenyang,Liaoning,China
893,University at Buffalo (SUNY),Buffalo,NY,USA
894,Roger Williams University,Bristol,RI,USA
895,College of Sciences,Shenyang,Liaoning,China
896,Northern Kentucky University,Highland Heights,KY,USA
897,Academy of Armored Forces Engineering,Beijing,Beijing,China
898,University of Nebraska-Lincoln,Lincoln,NE,USA
899,Institute of Systems Science; Northeastern University,Shenyang,Liaoning,China
900,Colgate University,Hamilton,NY,USA
901,Grinnell College,Grinnell,IA,USA
902,Shippensburg University,Shippensburg,PA,USA
903,Harvey Mudd College,Claremont,CA,USA
904,University of Puget Sound,Tacoma,WA,USA
905,Simpson College,Indianola,IA,USA
906,"California State University, Fullerton",Fullerton,CA,USA
907,Bryn Athyn College,Bryn Athyn,PA,USA
908,Seattle Pacific University,Seattle,WA,USA
909,South Dakota School of Mines & Technology,Rapid City,SD,USA
910,University of Minnesota - Twin Cities,"Minneapolis,",MN,USA
911,Duquesne University,Pittsburgh,PA,USA
912,Ulster University,Bealfast,Northern Ireland,United Kingdom
913,University of Wisconsin--River Falls,River Falls,WI,USA
914,California Polytechnic State University,San Luis Obispo,CA,USA
915,Dalhousie University,Halifax,Nova Scotia,Canada
916,University of Adelaide,Adelaide,SA,Australia
917,Department of Mathematics; Northeastern University,Shenyang,Liaoning,China
918,East China Normal University(China),"Shanghai,China",Shanghai,China
919,Harbin University of Science and Technology,Harbin,Heilongjiang,China
920,Shandong University of Science and Technologyï¼ŒChina,Qingdao City,Shandong Province,China
921,Huaiyin Normal University,Huaian,Jiangsu,China
922,Air Force Engineering University,Xi'an,Shaanxi,China
923,Chongqing University of Science &Technology,Chongqing,,China
924,Chongqing University of Science & Technology,Chongqing,,China
925,Nanjing Agricultural University,Nanjing,Jiangsu,China
926,University Of Shanghai For Science and Technology,Shanghai,Shanghai,China
927,Luoyang Normal University,Luoyang,Henan,China
928,Qingdao University of Science and Technology,Qingdao,Shandong,China
929,Fudan Univerity,Shanghai,,China
930,Undergraduate,Beijing,Beijing,China
931,Xi'an university of architecture & technology,Xi'an,Shannxi,China
932,"Beijing Institute of Technology, Zhuhai",Zhuhai,Guangdong,China
933,Seattle University,Seattle,WA,USA
934,Nanjing College of Information Technology,Nanjing,Jiangsu,China
935,Harbin University of Science and Technology Rongcheng,Rongcheng,Shandong,China
936,Officers College of CAPF,chengdu,sichuan,China
937,Nanjing Foreign Language School,Nanjing,Jiangsu,China
938,Telkom University,Bandung,Indonesia,Indonesia
939,Hainu University,Haikou,Hainan,China
940,Shanghai Maritime University,Shanghai,Shanghai,China
941,Huanggang Normal University,Huanggang,Hubei Province,China
942,Ocean Univercity of China,Qingdao City Shandong Province,,China
943,"Qinggong College, Hebei United University",Tangshan,Hebei,China
944,Guangdong University Of foreign Studies,Guangzhou,Guangdong,China
945,Xi'an University Of Architecture and Technology,Xi'an,Shanxi,China
946,University of Jinan,Jinan,Shandong,China
947,Wuhan Univ.,Wuhan,Hubei,China
948,Soochow university,Suzhou,,China
949,Linyi Number 7 middle school,Linyi,Shandong Provience,China
950,undergraduate,hangzhou,zhejiang,China
951,China University of Mining and Technology-Beijing,Beijing,,China
952,NANKAI UNIVERSITY,tian jin,tianjin,China
953,Sichuan Normal University Chengdu College,Chengdu,Sichuan,China
954,GuangDong Ocean University,Zhan Jiang,Guangdong,China
955,Linnaeus University,Vaxjo,kronoberg,Sweden
956,Dezhou University,Dezhou,Shandong,China
957,Mount St. Mary's University,Emmitsburg,MD,USA
958,Virginia Tech,Blacksburg,VA,USA
959,ZhongKai University of Agriculture and Engineering,GuangZhou,GuangDong,China
960,minzu univercity of china,beijing,Asia,China
961,Indiana University Bloomington,Bloomington,IN,USA
962,University of Wisconsin Milwaukee,Milwaukee,WI,USA
963,Louisiana Tech University,Ruston,LA,USA
964,Ohio University,Athens,OH,USA
965,Miami University,Oxford,OH,USA
966,Maryville College,Maryville,TN,USA
967,University of Utah,Salt Lake City,UT,USA
968,Duke University,Durham,NC,USA
969,University of Liverpool,Liverpool,Merseyside,United Kingdom
970,Wells College,Aurora,NY,USA
971,Smith College,Northampton,MA,USA
972,University of Denver,Denver,CO,USA
973,Ithaca College,Ithaca,NY,USA
974,University of Ontario Institute of Technology,Oshawa,Ontario,Canada
975,Roanoke College,Salem,VA,USA
976,University of Minnesota Duluth,Duluth,MN,USA
977,Cal Poly Pomona,Pomona,CA,USA
978,Olin College,Needham,MA,USA
979,Kansas Wesleyan University,Salina,KS,USA
980,Wentworth Institute of Technology,Boston,MA,USA
981,Randolph College,Lynchburg,VA,USA
982,The College of Idaho,Caldwell,ID,USA
983,Regis University,Denver,CO,USA
984,Metropolitan State University of Denver,Denver,CO,USA
985,Cornell College,Mount Vernon,IA,USA
986,Georgia College,Milledgeville,GA,USA
987,The College of Wooster,Wooster,OH,USA
988,College of Wooster,Wooster,OH,USA
989,Snake River HS,Blackfoot,ID,USA
990,Youngstown State University,Youngstown,OH,USA
991,Kenyon College,Gambier,OH,USA
992,Research Institution for computational science and Engineering,Hangzhou,,China
993,Qingdao agricultural university,Qingdao,Shandong,China
994,Qingdao Agricultural University,Qingdao,Shandong,China
995,Shandong university of science and technology,Shandong Qingdao,,China
996,Nanjing Forestry University,Nanjing,,China
997,Soochow universuty,Suzhou,,China
998,Syracuse University,Syracuse,NY,USA
999,Tianjin university,Tianjin,Tianjin,China
1000,Qingdao Agricultural Universiry,Qingdao,Shandong,China
1001,Shandong Jianzhu University,Jinan,Shandong,China
1002,Shaanxi Electronic Technical College,Xi'an,SHAANXI,China
1003,School of Information,Beijing,,China
1004,Fujian University of Technology,Fuzhou,Fujian,China
1005,ISS of Wuhan University,Wuhan,Hubei Province,China
1006,Beijing University of Chemical Technology,"Chaoyang District, Beijing",Beijing,China
1007,Bejing University of Chemical Technology,Chaoyang District,Beijing,China
1008,Shanghai university,Shanghai,,China
1009,Yanshan University,Qinhuangdao,Hebei,China
1010,Northeast Normal University,Changchun,,China
1011,Jinhua Polytechnic,Jinhua,Zhejiang,China
1012,NANTONG UNIVERSITY,NANTONG,JIANGSU,China
1013,Shanghai Normal University,Shanghai,,China
1014,Hong Kong Baptist University,Kowloon,,Hong Kong
1015,chongqing university of posts and telecommunications,ChongQing,ChongQing,China
1016,Inner Mongolia University of Finance and Economics,Hohhot,Inner Mongolia,China
1017,"University of International Business and Economics, School of Finance",Beijing,,China
1018,Huaibei Normal University,Huaibei,Anhui,China
1019,henan normal university,xinxiang,henan,China
1020,Air Force Logistics College,Xuzhou,Jiangsu Province,China
1021,GuangDong Vocational College of Environmental Protetion Engineering,FoShan,GuangDong Province,China
1022,Henan normal University,xinxiang,henan,China
1023,Jinshan College of Fujian Agriculture and Forestry University,Fuzhou,Fujian,China
1024,Shenzhen Middle School,Shenzhen,Guangdong,China
1025,Soochow University,Suzhou,,China
1026,Universitat AutÃ²noma de Barcelona,Bellaterra,Barcelona,Spain
1027,Zhejiang A&F University,Hangzhou,Zhejiang,China
